"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state_vector_length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus"
"performance","done","","chain","sat-like","20","true","true","SwimmingPool-1.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","168","168","0.190","89621","6729","1705","1365","5327","0.20","2888664",
"performance","oomem","regroup","chain","sat-like","20","true","true","Philosophers-10000.pnml","50000","50000","160000","0","tg,bs,hf","","","","","","","","","","","","161.90","3992988","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","circadian_clock-100000.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","","","","","","","","","1783.14","3941580","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S02-J04-T10-unfolded.pnml","752","1572","7262","0","tg,bs,hf","1.190","752","1572","","","","","","","","","1793.42","3878388","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","EnergyBus.pnml","157","4430","63389","157","tg,bs,hf","108.870","157","4430","126595","126595","48.960","2131836945601","26240","65401","71072","901848","158.48","3015576",
"performance","done","","bfs-prev","sat-like","20","true","true","distributeur-01-unfolded-02.pnml","24","72","440","0","tg,bs,hf","0.010","24","72","1404","1404","0.040","4096","52","880","936","744","0.05","2889508",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","","","","","","","","","1797.61","240624","","","","","","",
"performance","error","boostperm","chain","sat-like","20","true","true","eratosthenes-010.pnml","9","8","24","0","tg,bs,hf","","","","","","","","","","","","0.00","92","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_30x30_100.pnml","900","6844","13688","0","tg,bs,hf","1.210","900","6844","","","","","","","","","1791.75","3686888","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","5-100_phaseVariation.pnml","77","677","4685","0","tg,bs,hf","1.780","77","677","","","","","","","","","1779.83","3947296","","","","","","",
"performance","done","","chain","sat-like","20","true","true","IOTP_c12m10p15d17.pnml","111","45","224","0","tg,bs,hf","0.000","111","45","11356","11356","1099.310","92677131972792","1489974","9674","8137","11839","1099.67","3819304",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","MAPK-160.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1781.79","3941532","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_5x5_250.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","1786.93","3939880","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","philo_dyn-20-unfolded.pnml","540","17220","140780","0","tg,bs,hf","1343.590","540","17220","","","","","","","","","1779.96","4209676","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","QCertifProtocol_06-unfold.pnml","270","116","659","0","tg,bs,hf","0.010","270","116","1456","1456","10.370","2271960","375519","1773","2343","11511","10.51","2903140",
"performance","ootime","killed","chain","sat-like","20","true","true","rwmutex-r500w10.pnml","1520","1020","13040","0","tg,bs,hf","4.420","1520","1020","","","","","","","","","1797.22","2921728","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","Kanban-10.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","2256","2256","3.590","1005927208","1166","1835","1540","67716","3.60","2929536",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","Peterson-6.pnml","1330","2030","6272","0","tg,bs,hf","0.760","1330","2030","","","","","","","","","1796.10","3891412","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","2D8_gradient_40x40_10.pnml","1600","12324","24648","0","tg,bs,hf","3.190","1600","12324","305842","305842","941.870","3.11621362935612e+25","105490","1047540","948948","813384","950.59","4068316",
"performance","ootime","killed","bfs","sat-like","20","true","true","MAPK-320.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","","","","","","","","","1785.52","3939496","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","echo-d2r15.pnml","2127","1674","9700","0","tg,bs,hf","0.710","2127","1674","","","","","","","","","1788.77","3966596","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","cs_repetitions-4-unfolded.pnml","117","176","624","0","tg,bs,hf","0.010","117","176","15443","15443","79.740","30948223090688","42093","3322","3981","3856","79.77","3580728",
"performance","done","","chain-prev","sat-like","20","true","true","BridgeAndVehicles-V20-P20-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","0.310","68","548","39646","39646","971.050","105062382","729239","16894","46210","422512","971.63","3943044",
"performance","ootime","killed","bfs","sat-like","20","true","true","PolyORB-LF-S02-J04-T10-unfolded.pnml","752","1572","7262","0","tg,bs,hf","1.110","752","1572","","","","","","","","","1797.06","3145196","","","","","","",
"statistics","done","","bfs-prev","sat-like","20","true","true","SwimmingPool-2.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","1407","1407","21.790","3408031","62174","6035","4735","35247","22.24","2980616","115632","5387451","1597305","7554","26582973","30300379",
"performance","done","","bfs-prev","sat-like","20","true","true","TokenRing-10-unfolded.pnml","121","1111","4444","0","tg,bs,hf","0.220","121","1111","74573","74573","2.440","58905","3160","2040","8696","5838","2.76","2902732",
"statistics","ootime","killed","chain","sat-like","20","true","true","BridgeAndVehicles-V80-P50-N10-unfolded.pnml","188","2108","15950","0","tg,bs,hf","5.580","188","2108","","","","","","","","","1797.32","3036288","","","","","","",
"statistics","oomem","mddtable","bfs-prev","sat-like","20","true","true","soli2.pnml","74","92","552","0","tg,bs,hf","0.050","74","92","","","","","","","","","813.40","3940552","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","raft_07.pnml","253","442","1664","253","tg,bs,hf","0.070","253","442","60098","60098","1432.820","3.55265029627049e+35","659990","2206","1616","1616","1433.19","3944292",
"performance","ootime","killed","chain","sat-like","20","true","true","TokenRing-30-unfolded.pnml","961","27931","111724","0","tg,bs,hf","86.250","961","27931","","","","","","","","","1796.13","3370824","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","FMS-100.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","2111","2111","409.550","2.70305727248432e+21","264627","86555","84885","765863","409.63","3941368",
"statistics","ootime","killed","chain","sat-like","20","true","true","PolyORB-LF-S02-J04-T06-unfolded.pnml","476","920","4242","0","tg,bs,hf","0.350","476","920","","","","","","","","","1797.12","3150804","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","2D8_gradient_5x5_10.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","2794","2794","0.880","131128140","1540","12240","11088","9504","0.88","2892164",
"performance","oomem","cache","bfs-prev","sat-like","20","true","true","Philosophers-5000.pnml","25000","25000","80000","0","tg,bs,hf","47.220","25000","25000","","","","","","","","","58.97","3304260","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","angiogenesis-01.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","1032","1032","0.010","110","275","288","462","254","0.02","2888960",
"performance","done","","bfs-prev","sat-like","20","true","true","Philosophers-10.pnml","50","50","160","0","tg,bs,hf","0.010","50","50","294","294","0.010","59049","295","320","441","280","0.03","2547068",
"performance","ootime","killed","chain","sat-like","20","true","true","BridgeAndVehicles-V50-P50-N10-unfolded.pnml","128","1328","10010","0","tg,bs,hf","1.780","128","1328","","","","","","","","","1795.99","3835736","","","","","","",
"statistics","ootime","killed","chain","sat-like","20","true","true","lamport_fmea-7.pnml","264","536","2352","0","tg,bs,hf","0.560","264","536","","","","","","","","","1797.28","3415356","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","raft_10.pnml","508","868","3359","508","tg,bs,hf","0.290","508","868","","","","","","","","","1787.94","3947532","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_50x50_150.pnml","2500","19404","38808","0","tg,bs,hf","7.240","2500","19404","","","","","","","","","1794.97","4015688","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_10x10_100.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","1730.47","3944992","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S04-J04-T08-unfolded.pnml","712","4012","27744","0","tg,bs,hf","28.590","712","4012","","","","","","","","","1793.49","3997984","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","PolyORB-LF-S06-J06-T04-unfolded.pnml","506","7154","59824","0","tg,bs,hf","163.710","506","7154","","","","","","","","","1794.31","3237156","","","","","","",
"performance","error","boostperm","bfs-prev","sat-like","20","true","true","eratosthenes-050.pnml","49","108","324","0","tg,bs,hf","","","","","","","","","","","","0.00","92","","","","","","",
"performance","error","badmodel","chain","sat-like","20","true","true","parking_4_16.pnml","305","433","1289","","","","","","","","","","","","","","0.00","92","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","circadian_clock-001000.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","","","","","","","","","1780.47","3939548","","","","","","",
"performance","error","boostperm","bfs","sat-like","20","true","true","neoelection-4.unf.pnml","1830","2340","13565","0","tg,bs,hf","","","","","","","","","","","","2.41","30272","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-NT-S10-J20-unfolded.pnml","474","11760","111119","0","tg,bs,hf","906.600","474","11760","","","","","","","","","1797.23","3349208","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","shared_memory-pt-20.pnml","461","820","3200","0","tg,bs,hf","0.420","461","820","","","","","","","","","1795.62","3950296","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","TokenRing-5-unfolded.pnml","36","156","624","0","tg,bs,hf","0.010","36","156","3658","3658","0.050","166","475","420","1208","833","0.06","2791824",
"performance","done","","bfs-prev","sat-like","20","true","true","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","134450","134450","14.580","6.46501806116397e+31","1391","2000","2598","1596","14.64","2977668",
"performance","ootime","killed","chain","sat-like","20","true","true","sg-4-2-4.pnml","240","272","1088","0","tg,bs,hf","0.020","240","272","","","","","","","","","1788.79","3943760","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","raft_10.pnml","508","868","3359","508","tg,bs,hf","0.300","508","868","","","","","","","","","1780.34","3947528","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","RAS-R-20.pnml","80","42","200","0","tg,bs,hf","0.000","80","42","3370","3370","0.130","11534336","271","400","518","316","0.13","2892008",
"statistics","done","","chain","sat-like","20","true","true","HouseConstruction-005.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","312","312","0.080","1187984","3176","970","811","1463","0.09","2888636",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","raft_09.pnml","413","710","2728","413","tg,bs,hf","0.230","413","710","","","","","","","","","1781.02","3948308","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","CircularTrain-048.pnml","96","48","192","0","tg,bs,hf","0.000","96","48","2962","2962","1.720","23973456915","4025","448","555","464","1.73","2776628",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S06-J04-T06-unfolded.pnml","632","10500","88770","0","tg,bs,hf","446.710","632","10500","","","","","","","","","1795.36","4023192","","","","","","",
"performance","error","boostperm","chain","sat-like","20","true","true","neoelection-4.unf.pnml","1830","2340","13565","0","tg,bs,hf","","","","","","","","","","","","2.46","30280","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-NT-S05-J20-unfolded.pnml","349","1210","8824","0","tg,bs,hf","2.250","349","1210","","","","","","","","","1795.63","3961968","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","hc3k4p4b12.pnml","1408","2400","9600","0","tg,bs,hf","0.850","1408","2400","","","","","","","","","1793.82","3964484","","","","","","",
"performance","done","","chain","sat-like","20","true","true","lamport_fmea-2.pnml","69","96","402","0","tg,bs,hf","0.010","69","96","1788","1788","0.070","380","888","344","723","409","0.09","2891296",
"statistics","oomem","mddtable","bfs","sat-like","20","true","true","soli2_counter.pnml","75","92","644","0","tg,bs,hf","0.010","75","92","","","","","","","","","854.87","3940620","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","UtahNoC.pnml","216","977","2905","216","tg,bs,hf","0.230","216","977","220172","220172","267.860","4759924249","26049","3794","2919","2877","268.20","3096508",
"performance","ootime","killed","chain","sat-like","20","true","true","BridgeAndVehicles-V50-P50-N20-unfolded.pnml","138","2348","18090","0","tg,bs,hf","6.000","138","2348","","","","","","","","","1796.32","3029712","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","Philosophers-5.pnml","25","25","80","0","tg,bs,hf","0.000","25","25","126","126","0.010","243","135","160","222","140","0.01","2774080",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S06-J06-T04-unfolded.pnml","506","7154","59824","0","tg,bs,hf","203.480","506","7154","","","","","","","","","1796.88","3736584","","","","","","",
"performance","done","","chain","sat-like","20","true","true","rwmutex-r10w10.pnml","50","40","300","0","tg,bs,hf","0.000","50","40","110","110","0.030","1034","432","600","804","20560","0.04","2823528",
"performance","done","","bfs","sat-like","20","true","true","RAS-R-3.pnml","12","8","30","0","tg,bs,hf","0.000","12","8","56","56","0.000","20","33","60","76","44","0.00","2153356",
"performance","ootime","killed","bfs","sat-like","20","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1793.68","3669240","","","","","","",
"statistics","ootime","killed","chain","sat-like","20","true","true","2D8_gradient_10x10_200.pnml","100","684","1368","0","tg,bs,hf","0.020","100","684","","","","","","","","","1793.72","3943624","","","","","","",
"performance","oomem","regroup","chain-prev","sat-like","20","true","true","Philosophers-10000.pnml","50000","50000","160000","0","tg,bs,hf","","","","","","","","","","","","142.86","3992984","","","","","","",
"statistics","done","","bfs","sat-like","20","true","true","Philosophers-10.pnml","50","50","160","0","tg,bs,hf","0.000","50","50","294","294","0.020","59049","295","320","441","280","0.02","2512940",
"statistics","done","","bfs-prev","sat-like","20","true","true","Philosophers-10.pnml","50","50","160","0","tg,bs,hf","0.010","50","50","294","294","0.020","59049","295","320","441","280","0.23","2891200","299","1208","1840","74","17789","22471",
"performance","done","","chain-prev","sat-like","20","true","true","RAS-R-50.pnml","200","102","500","0","tg,bs,hf","0.000","200","102","28630","28630","2.310","2.92733975779082e+16","691","1000","1298","796","2.33","2903980",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","SafeBus-20-unfolded.pnml","1026","10461","77364","0","tg,bs,hf","100.090","1026","10461","","","","","","","","","1796.72","3241896","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S06-J04-T04-unfolded.pnml","454","6994","59152","0","tg,bs,hf","167.170","454","6994","","","","","","","","","1794.57","3693652","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-NT-S10-J40-unfolded.pnml","854","12340","113999","0","tg,bs,hf","1105.820","854","12340","","","","","","","","","1795.12","3558508","","","","","","",
"statistics","error","boostperm","bfs-prev","sat-like","20","true","true","eratosthenes-010.pnml","9","8","24","0","tg,bs,hf","","","","","","","","","","","","0.00","88","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","BridgeAndVehicles-V50-P50-N50-unfolded.pnml","168","5408","42330","0","tg,bs,hf","34.810","168","5408","","","","","","","","","1794.19","3444056","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","BridgeAndVehicles-V80-P20-N10-unfolded.pnml","188","2108","15950","0","tg,bs,hf","4.090","188","2108","","","","","","","","","1797.39","3035632","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","parking_1_4.pnml","65","97","284","65","tg,bs,hf","0.000","65","97","1543","1543","0.060","31745","657","407","275","260","0.06","2657608",
"performance","done","","chain","sat-like","20","true","true","raft_05.pnml","133","238","864","133","tg,bs,hf","0.020","133","238","7875","7875","7.550","5.93794647940221e+18","29673","1144","840","840","7.60","2916756",
"performance","done","","chain-prev","sat-like","20","true","true","IBMB2S565S3960.pnml","273","179","572","0","tg,bs,hf","0.010","273","179","6667","6667","60.030","1.55106359474105e+16","516339","8972","7377","8327","60.20","3117212",
"statistics","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V20-P10-N10-unfolded.pnml","68","548","4070","0","tg,bs,hf","0.340","68","548","","","","","","","","","1790.34","3844744","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","BridgeAndVehicles-V80-P50-N50-unfolded.pnml","228","8588","67470","0","tg,bs,hf","116.030","228","8588","","","","","","","","","1778.40","3268736","","","","","","",
"performance","done","","chain","sat-like","20","true","true","closed_system2.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","12690","12690","3.110","349874","8904","1446","1944","1053","3.15","2892992",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-NT-S10-J60-unfolded.pnml","1234","12920","116879","0","tg,bs,hf","1039.400","1234","12920","","","","","","","","","1796.85","3329884","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","Philosophers-100.pnml","500","500","1600","0","tg,bs,hf","0.040","500","500","1477","1477","0.760","5.15377520732011e+47","3178","3200","4402","2800","0.90","2498256",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","FMS-50.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","1788.13","3939272","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","204","204","0.010","1501","349","248","248","208","0.01","2704280",
"performance","done","","bfs","sat-like","20","true","true","MAPK-8.pnml","22","30","90","0","tg,bs,hf","0.000","22","30","2478","2478","0.370","6110643","668","1591","1378","2112","0.37","2891640",
"performance","done","","chain-prev","sat-like","20","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","204","204","0.010","1501","349","248","248","208","0.02","2843552",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","angiogenesis-25.pnml","39","64","185","0","tg,bs,hf","0.000","39","64","","","","","","","","","1789.76","3912100","","","","","","",
"statistics","ootime","killed","bfs","sat-like","20","true","true","SwimmingPool-8.pnml","9","7","20","0","tg,bs,hf","0.000","9","7","","","","","","","","","1794.58","3939128","","","","","","",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-NT-S10-J30-unfolded.pnml","664","12050","112559","0","tg,bs,hf","975.720","664","12050","","","","","","","","","1796.86","3661796","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","dekker-20.pnml","100","440","3240","0","tg,bs,hf","0.840","100","440","","","","","","","","","1797.39","3049304","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","SafeBus-20-unfolded.pnml","1026","10461","77364","0","tg,bs,hf","101.330","1026","10461","","","","","","","","","1796.92","3248196","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","raft_02.pnml","28","52","159","28","tg,bs,hf","0.000","28","52","852","852","0.030","7381","213","211","156","156","0.03","2888748",
"performance","done","","chain-prev","sat-like","20","true","true","circadian_clock-000001.pnml","14","16","58","0","tg,bs,hf","0.000","14","16","96","96","0.000","128","28","104","104","60","0.01","2628436",
"statistics","done","","bfs","sat-like","20","true","true","raft_05.pnml","133","238","864","133","tg,bs,hf","0.020","133","238","9940","9940","9.000","5.93794647940221e+18","29673","1144","840","840","9.04","2941348",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","20-100_phaseVariation.pnml","1202","13457","93395","0","tg,bs,hf","211.990","1202","13457","","","","","","","","","1789.64","4108812","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","RAS-C-3.pnml","18","12","48","0","tg,bs,hf","0.000","18","12","156","156","0.000","92","55","96","132","98","0.01","2558988",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_20x20_50.pnml","400","2964","5928","0","tg,bs,hf","0.280","400","2964","","","","","","","","","1790.68","3960124","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_5x5_150.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","1794.62","3939776","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","SafeBus-10-unfolded.pnml","316","1631","11384","0","tg,bs,hf","2.010","316","1631","","","","","","","","","1795.82","3958580","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","IBM703.pnml","262","284","572","0","tg,bs,hf","0.010","262","284","4703","4703","0.400","8370","1192","1144","1432","860","0.45","2894032",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","SafeBus-15-unfolded.pnml","621","4771","34549","0","tg,bs,hf","16.910","621","4771","","","","","","","","","1797.04","3179800","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","Kanban-200.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1776.16","3939272","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-LF-S02-J06-T10-unfolded.pnml","844","1812","8302","0","tg,bs,hf","1.260","844","1812","","","","","","","","","1795.86","3961176","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","Peterson-3.pnml","244","332","1016","0","tg,bs,hf","0.030","244","332","155263","155263","75.910","3407946","98600","1768","2290","1608","76.01","3006856",
"statistics","ootime","killed","bfs","sat-like","20","true","true","dekker-50.pnml","250","2600","20100","0","tg,bs,hf","77.420","250","2600","","","","","","","","","1797.14","3244704","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","HouseConstruction-200.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","1781.33","3941400","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","echo-d3r5.pnml","1445","1190","8260","0","tg,bs,hf","0.830","1445","1190","","","","","","","","","1774.96","3462056","","","","","","",
"performance","oomem","cache","chain","sat-like","20","true","true","TokenRing-50-unfolded.pnml","2601","127551","510204","0","tg,bs,hf","1461.660","2601","127551","","","","","","","","","1472.13","1828428","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","20","true","true","QCertifProtocol_32-unfold.pnml","3806","506","8173","0","tg,bs,hf","1.590","3806","506","","","","","","","","","111.95","3877268","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","Philosophers-20.pnml","100","100","320","0","tg,bs,hf","0.010","100","100","277","277","0.020","3486784401","615","640","882","560","0.04","2891796",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","echo-d3r5.pnml","1445","1190","8260","0","tg,bs,hf","0.760","1445","1190","","","","","","","","","1794.20","3957532","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","RAS-R-3.pnml","12","8","30","0","tg,bs,hf","0.000","12","8","56","56","0.000","20","33","60","76","44","0.00","2030480",
"performance","ootime","killed","bfs","sat-like","20","true","true","5-100_phaseVariation.pnml","77","677","4685","0","tg,bs,hf","0.400","77","677","","","","","","","","","1772.32","3947132","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_40x40_150.pnml","1600","12324","24648","0","tg,bs,hf","3.490","1600","12324","","","","","","","","","1791.03","4062864","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","sg-10-5-10.pnml","1380","1640","6560","0","tg,bs,hf","0.310","1380","1640","","","","","","","","","1780.68","3957556","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-NT-S10-J20-unfolded.pnml","474","11760","111119","0","tg,bs,hf","947.340","474","11760","","","","","","","","","1796.81","3164952","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","HouseConstruction-200.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","","","","","","","","","1790.81","3939288","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","RAS-R-10.pnml","40","22","100","0","tg,bs,hf","0.000","40","22","1072","1072","0.030","6144","131","200","258","156","0.03","2684344",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","BridgeAndVehicles-V20-P20-N20-unfolded.pnml","78","968","7350","0","tg,bs,hf","1.010","78","968","","","","","","","","","1794.00","3953408","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2-100_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.000","14","65","","","","","","","","","1794.80","3939836","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","20","true","true","railroad-020-pt.pnml","218","506","2968","0","tg,bs,hf","","","","","","","","","","","","0.23","7624","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","closed_system5.pnml","231","202","846","0","tg,bs,hf","0.010","231","202","13942","13942","2.680","1657242","10287","1446","1944","1053","2.72","2901012",
"statistics","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_20x20_150.pnml","400","2964","5928","0","tg,bs,hf","0.290","400","2964","","","","","","","","","1795.17","3530152","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","Kanban-5.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","1136","1136","0.210","2546432","316","630","540","4116","0.22","2888876",
"performance","error","boostperm","bfs","sat-like","20","true","true","neoelection-4.unf.pnml","1830","2340","13565","0","tg,bs,hf","","","","","","","","","","","","2.68","35784","","","","","","",
"performance","done","","chain-prev","sat-like","20","true","true","simple_lbs-10.pnml","104","605","4148","0","tg,bs,hf","0.410","104","605","106156","106156","688.180","406034376","406884","4532","12499","15910","688.78","3180128",
"performance","done","","bfs","sat-like","20","true","true","Philosophers-20.pnml","100","100","320","0","tg,bs,hf","0.000","100","100","660","660","0.050","3486784401","615","640","882","560","0.06","2717700",
"performance","done","","bfs-prev","sat-like","20","true","true","Philosophers-20.pnml","100","100","320","0","tg,bs,hf","0.000","100","100","660","660","0.060","3486784401","615","640","882","560","0.07","2891892",
"performance","done","","bfs-prev","sat-like","20","true","true","erk-000001.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","99","99","0.000","13","27","68","79","43","0.00","2196244",
"performance","error","boostperm","bfs","sat-like","20","true","true","railroad-100-pt.pnml","1018","10506","62728","0","tg,bs,hf","","","","","","","","","","","","175.87","128212","","","","","","",
"performance","oomem","mddtable","bfs-prev","sat-like","20","true","true","QCertifProtocol_32-unfold.pnml","3806","506","8173","0","tg,bs,hf","1.710","3806","506","","","","","","","","","172.06","3963372","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","Philosophers-5.pnml","25","25","80","0","tg,bs,hf","0.000","25","25","126","126","0.000","243","135","160","222","140","0.00","2671672",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","FMS-200.pnml","22","20","50","0","tg,bs,hf","0.000","22","20","","","","","","","","","1775.43","3941392","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S06-J04-T06-unfolded.pnml","632","10500","88770","0","tg,bs,hf","455.880","632","10500","","","","","","","","","1794.35","4023184","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","20","true","true","QCertifProtocol_28-unfold.pnml","2998","446","6489","0","tg,bs,hf","0.950","2998","446","","","","","","","","","128.12","3869308","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","Kanban-1000.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1758.59","3941212","","","","","","",
"statistics","done","","bfs","sat-like","20","true","true","HouseConstruction-005.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","954","954","0.420","1187984","3176","970","811","1463","0.64","2893536","3176","32086","41364","712","797460","848958",
