"type","status","status-spec","order","saturation","sat-granularity","save-sat-levels","next-union","filename","PT-places","PT-transitions","PT-arcs","PT-safeplaces","regroup-strategy","regroup-time","state_vector_length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","BDD-relProd","BDD-satCount","BDD-satCountL","BDD-relProdUnion","BDD-projectMinus"
"performance","ootime","killed","bfs","sat-like","20","true","true","echo-d3r5.pnml","1445","1190","8260","0","tg,bs,hf","0.760","1445","1190","","","","","","","","","1797.05","3523624","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","Kanban-500.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1760.81","3943316","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","HouseConstruction-002.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","414","414","0.020","1501","349","248","248","208","0.02","2769828",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_10x10_100.pnml","100","684","1368","0","tg,bs,hf","0.020","100","684","","","","","","","","","1794.77","3942984","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","SafeBus-20-unfolded.pnml","1026","10461","77364","0","tg,bs,hf","101.590","1026","10461","","","","","","","","","1796.94","3155736","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_40x40_150.pnml","1600","12324","24648","0","tg,bs,hf","3.190","1600","12324","","","","","","","","","1796.43","3855576","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_10x10_100.pnml","100","684","1368","0","tg,bs,hf","0.020","100","684","","","","","","","","","1796.85","3775012","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","2D8_gradient_5x5_200.pnml","25","144","288","0","tg,bs,hf","0.010","25","144","","","","","","","","","1784.87","3939884","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","Philosophers-200.pnml","1000","1000","3200","0","tg,bs,hf","0.100","1000","1000","6960","6960","3.870","2.65613988875875e+95","6375","6400","8802","5600","4.70","2944972",
"performance","done","","bfs-prev","sat-like","20","true","true","database2UNFOLD.pnml","38","32","88","0","tg,bs,hf","0.000","38","32","272","272","0.010","153","170","176","227","128","0.02","2829180",
"statistics","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_30x30_100.pnml","900","6844","13688","0","tg,bs,hf","1.130","900","6844","","","","","","","","","1793.82","3688936","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","PolyORB-LF-S04-J04-T06-unfolded.pnml","554","2998","20754","0","tg,bs,hf","19.330","554","2998","","","","","","","","","1797.03","3229096","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","IBMB2S565S3960.pnml","273","179","572","0","tg,bs,hf","0.010","273","179","16793","16793","65.780","1.55106359474105e+16","516339","8972","7377","8327","65.94","3245240",
"performance","done","","chain","sat-like","20","true","true","TokenRing-20-unfolded.pnml","441","8421","33684","0","tg,bs,hf","9.660","441","8421","1497278","1497278","728.740","24466267459","35043","11880","65811","43873","739.98","3018944",
"performance","done","","bfs-prev","sat-like","20","true","true","2-10_phaseVariation.pnml","14","65","443","0","tg,bs,hf","0.000","14","65","845","845","0.880","98254","5453","4354","4698","28572","0.89","2896988",
"performance","done","","chain-prev","sat-like","20","true","true","RAS-R-2.pnml","8","6","20","0","tg,bs,hf","0.000","8","6","18","18","0.000","8","19","40","50","28","0.00","1262404",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","PolyORB-LF-S06-J04-T04-unfolded.pnml","454","6994","59152","0","tg,bs,hf","170.870","454","6994","","","","","","","","","1791.63","3956380","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","ARMCacheCoherence.pnml","87","33676","246935","87","tg,bs,hf","","","","","","","","","1796.13","382560","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","echo-d2r15.pnml","2127","1674","9700","0","tg,bs,hf","0.730","2127","1674","","","","","","","","","1793.38","3966596","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","QCertifProtocol_02-unfold.pnml","86","56","223","0","tg,bs,hf","0.000","86","56","834","834","0.080","1029","2427","446","614","549","0.08","2891372",
"performance","oomem","mddtable","chain-prev","sat-like","20","true","true","QCertifProtocol_28-unfold.pnml","2998","446","6489","0","tg,bs,hf","1.080","2998","446","","","","","","","","","134.99","3867644","","","","","","",
"performance","error","boostperm","chain","sat-like","20","true","true","railroad-100-pt.pnml","1018","10506","62728","0","tg,bs,hf","","","","","","","","","","","","153.88","128216","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_40x40_150.pnml","1600","12324","24648","0","tg,bs,hf","3.540","1600","12324","","","","","","","","","1795.63","3785952","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","Kanban-50.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1778.13","3941276","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_10x10_150.pnml","100","684","1368","0","tg,bs,hf","0.030","100","684","","","","","","","","","1794.41","3944984","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","RAS-R-100.pnml","400","202","1000","0","tg,bs,hf","0.010","400","202","134450","134450","13.580","6.46501806116397e+31","1391","2000","2598","1596","13.63","2924420",
"performance","ootime","killed","chain","sat-like","20","true","true","Kanban-1000.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","","","","","","","","","1775.03","3939248","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","PolyORB-NT-S05-J60-unfolded.pnml","909","1970","12584","0","tg,bs,hf","4.190","909","1970","","","","","","","","","1797.23","3174492","","","","","","",
"performance","oomem","mddtable","bfs","sat-like","20","true","true","QCertifProtocol_18-unfold.pnml","1398","296","3119","0","tg,bs,hf","0.260","1398","296","","","","","","","","","192.57","3927160","","","","","","",
"statistics","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_40x40_50.pnml","1600","12324","24648","0","tg,bs,hf","331.480","1600","12324","","","","","","","","","1791.46","4060124","","","","","","",
"performance","ootime","killed","chain","sat-like","20","true","true","TokenRing-40-unfolded.pnml","1681","65641","262564","0","tg,bs,hf","449.510","1681","65641","","","","","","","","","1795.92","3978584","","","","","","",
"performance","oomem","mddtable","chain","sat-like","20","true","true","2D8_gradient_20x20_50.pnml","400","2964","5928","0","tg,bs,hf","0.280","400","2964","","","","","","","","","1151.19","3958152","","","","","","",
"performance","done","","chain","sat-like","20","true","true","cs_repetitions-3-unfolded.pnml","58","81","279","0","tg,bs,hf","0.000","58","81","1842","1842","2.810","134074721","9074","1092","1407","1206","2.82","2895916",
"performance","ootime","killed","chain","sat-like","20","true","true","2D8_gradient_40x40_50.pnml","1600","12324","24648","0","tg,bs,hf","3.200","1600","12324","","","","","","","","","1791.38","4062832","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","shared_memory-pt-10.pnml","131","210","800","0","tg,bs,hf","0.030","131","210","1508","1508","2.520","1830519","30896","1580","2166","1380","2.58","2893892",
"statistics","ootime","killed","bfs-prev","sat-like","20","true","true","sg-4-2-4.pnml","240","272","1088","0","tg,bs,hf","0.020","240","272","","","","","","","","","1781.01","3943556","","","","","","",
"performance","done","","bfs-prev","sat-like","20","true","true","erk-000010.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","891","891","0.150","47047","396","1175","979","4411","0.16","2889084",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","echo-d3r5.pnml","1445","1190","8260","0","tg,bs,hf","0.790","1445","1190","","","","","","","","","1794.04","3955656","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","shared_memory-pt-50.pnml","2651","5050","20000","0","tg,bs,hf","17.160","2651","5050","","","","","","","","","1795.32","3307232","","","","","","",
"performance","error","boostperm","chain","sat-like","20","true","true","neoelection-3.unf.pnml","972","1016","5840","0","tg,bs,hf","","","","","","","","","","","","0.50","15592","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","QCertifProtocol_06-unfold.pnml","270","116","659","0","tg,bs,hf","0.010","270","116","2780","2780","14.430","2271960","375519","1773","2343","11511","14.58","2909332",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","2D8_gradient_5x5_250.pnml","25","144","288","0","tg,bs,hf","0.000","25","144","","","","","","","","","1782.78","3939832","","","","","","",
"statistics","error","boostperm","chain-prev","sat-like","20","true","true","railroad-050-pt.pnml","518","2756","16378","0","tg,bs,hf","","","","","","","","","","","","54.36","48016","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","HouseConstruction-010.pnml","26","18","51","0","tg,bs,hf","0.000","26","18","1854","1854","7.560","1663565805","30151","3240","2596","10208","7.57","2952088",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","echo-d4r3.pnml","1019","850","6340","0","tg,bs,hf","0.590","1019","850","","","","","","","","","1792.51","3952008","","","","","","",
"performance","error","boostperm","chain-prev","sat-like","20","true","true","railroad-010-pt.pnml","118","156","898","0","tg,bs,hf","","","","","","","","","","","","0.03","88","","","","","","",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","Peterson-6.pnml","1330","2030","6272","0","tg,bs,hf","0.850","1330","2030","","","","","","","","","1796.17","3959720","","","","","","",
"performance","ootime","killed","chain-prev","sat-like","20","true","true","PolyORB-NT-S10-J40-unfolded.pnml","854","12340","113999","0","tg,bs,hf","886.320","854","12340","","","","","","","","","1796.29","3425296","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","lamport_fmea-3.pnml","100","156","664","0","tg,bs,hf","0.010","100","156","6685","6685","1.440","19742","7392","678","1274","781","1.47","2895084",
"performance","sigsegfault","sendinfo","bfs","sat-like","20","true","true","neoelection-8.unf.pnml","10062","22266","129195","0","tg,bs,hf","","","","","","","","","","","","434.16","561600","","","","","","",
"performance","oomem","cache","chain","sat-like","20","true","true","hc5k3p3b15.pnml","9153","25110","100440","0","tg,bs,hf","75.320","9153","25110","","","","","","","","","80.04","1201204","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","PolyORB-LF-S04-J06-T08-unfolded.pnml","792","4268","28832","0","tg,bs,hf","26.510","792","4268","","","","","","","","","1797.17","3359784","","","","","","",
"statistics","ootime","killed","chain","sat-like","20","true","true","soli1_counter.pnml","67","76","532","0","tg,bs,hf","0.050","67","76","","","","","","","","","1794.11","3932256","","","","","","",
"statistics","done","","chain-prev","sat-like","20","true","true","RAS-R-15.pnml","60","32","150","0","tg,bs,hf","0.000","60","32","1610","1610","0.070","278528","201","300","388","236","0.08","2848548",
"performance","error","boostperm","chain","sat-like","20","true","true","eratosthenes-050.pnml","49","108","324","0","tg,bs,hf","","","","","","","","","","","","0.01","92","","","","","","",
"performance","oomem","mddtable","chain-prev","sat-like","20","true","true","unf-8x8-4stageSEN-20.pnml","168","592","3456","0","tg,bs,hf","0.220","168","592","","","","","","","","","297.35","3946604","","","","","","",
"statistics","done","","bfs","sat-like","20","true","true","Kanban-10.pnml","16","16","40","0","tg,bs,hf","0.000","16","16","2256","2256","3.740","1005927208","1166","1835","1540","67716","3.75","2913144",
"performance","ootime","killed","bfs-prev","sat-like","20","true","true","database40UNFOLD.pnml","12920","12800","156800","0","tg,bs,hf","","","","","","","","","1797.17","449728","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","2D8_gradient_20x20_50.pnml","400","2964","5928","0","tg,bs,hf","0.280","400","2964","","","","","","","","","1796.90","3454372","","","","","","",
"performance","error","boostperm","bfs","sat-like","20","true","true","neoelection-4.unf.pnml","1830","2340","13565","0","tg,bs,hf","","","","","","","","","","","","2.50","36784","","","","","","",
"performance","oomem","mddtable","chain","sat-like","20","true","true","30-10_phaseVariation.pnml","2702","30977","215035","0","tg,bs,hf","1275.910","2702","30977","","","","","","","","","1361.06","1999528","","","","","","",
"performance","ootime","killed","bfs","sat-like","20","true","true","erk-000100.pnml","11","11","34","0","tg,bs,hf","0.000","11","11","","","","","","","","","1789.44","3939144","","","","","","",
"performance","done","","bfs","sat-like","20","true","true","CircularTrain-024.pnml","48","24","96","0","tg,bs,hf","0.000","48","24","838","838","0.070","86515","993","224","284","232","0.07","2888696",
"performance","done","","bfs","sat-like","20","true","true","RAS-R-20.pnml","80","42","200","0","tg,bs,hf","0.000","80","42","4690","4690","0.150","11534336","271","400","518","316","0.16","2891908",
