"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","done","","chain-prev","none","","peterson.6","dve2C","tg,bs,hf","0.000","","","","","","20","28","896","896","104.210","174495861","64009","865","536","30916","104.25","3839104","","","","","","","","",
"performance","done","","bfs-prev","none","","krebs.3","dve2C","tg,bs,hf","0.000","","","","","","19","16","1616","1616","4.700","238876","25296","18610","18186","202697","4.74","2954308","","","","","","","","",
"statistics","ootime","explore","chain-prev","none","","adding.6","dve2C","tg,bs,hf","0.000","5","103","144","3.65","3.82","5","6","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","adding.2","dve2C","tg,bs,hf","0.000","","","","","","5","6","360","360","195.510","836838","375982","98701","373104","461562","195.67","3280040","","","","","","","","",
"performance","done","","chain-prev","none","","pouring.2","dve2C","tg,bs,hf","0.550","","","","","","7","1724","10344","10344","1.480","51624","78","6896","35512","177564","2.07","2913304","","","","","","","","",
"performance","done","","chain","none","","anderson.1","dve2C","tg,bs,hf","0.000","","","","","","7","12","9240","9240","48.210","352664","40119","4173","37561","77144","48.22","3013696","","","","","","","","",
"performance","error","boostperm","chain","none","","szymanski.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","error","boostperm","chain","none","","bakery.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","96","","","","","","","","",
"performance","done","","bfs","none","","protocols.3","dve2C","tg,bs,hf","0.000","","","","","","16","18","612","612","0.010","2817","262","171","165","336","0.02","2892852","","","","","","","","",
"performance","error","boostperm","chain","none","","production_cell.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","driving_phils.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","bakery.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","80","","","","","","","","",
"performance","done","","bfs-prev","none","","leader_election.2","dve2C","tg,bs,hf","0.000","","","","","","91","95","19570","19570","2.270","28720","7830","3463","4754","4903","2.29","2907780","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","firewire_link.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.06","6236","","","","","","","","",
"performance","done","","chain-prev","none","","lamport.8","dve2C","tg,bs,hf","0.000","","","","","","17","70","5180","5180","162.200","62669317","51915","558","1297","5245","162.22","3829416","","","","","","","","",
"performance","done","","chain-prev","none","","lup.4","dve2C","tg,bs,hf","0.000","","","","","","12","120","15240","15240","125.450","7479540","9687","11881","582240","448776000","125.48","3216756","","","","","","","","",
"performance","error","boostperm","chain","none","","driving_phils.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","elevator.5","dve2C","tg,bs,hf","0.000","","","","","","54","68","","","","","","","","","","","","","","","","","","",
"statistics","done","","bfs","none","","lann.2","dve2C","tg,bs,hf","0.000","87","2738","3368","8.0793","8.4943","24","36","1584","1584","0.150","12784","671","184","436","605","0.27","2893084","104887","175295","11405","137","","","219529",
"performance","error","boostperm","chain-prev","none","","firewire_tree.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.05","10608","","","","","","","","",
"statistics","done","","chain","none","","peterson.3","dve2C","tg,bs,hf","0.010","39","953","1200","5.393","5.616","15","21","399","399","0.320","170156","1619","284","311","2094","0.42","2895020","370453","514176","34968","323","","","369275",
"performance","done","","chain-prev","none","","adding.3","dve2C","tg,bs,hf","0.000","","","","","","5","6","180","180","107.710","1894376","864200","216011","854492","1038684","108.07","3452212","","","","","","","","",
"performance","ootime","explore","chain","none","","driving_phils.3","dve2C","tg,bs,hf","0.000","","","","","","28","48","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","none","","adding.1","dve2C","tg,bs,hf","0.000","","","","","","5","6","90","90","0.070","7372","3208","1715","3481","4760","0.08","2892796","","","","","","","","",
"performance","done","","bfs","none","","anderson.4","dve2C","tg,bs,hf","0.000","","","","","","13","24","1944","1944","0.560","29641","2780","480","619","1340","0.57","2896960","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","production_cell.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","none","","pouring.1","dve2C","tg,bs,hf","0.780","","","","","","4","2018","26234","26234","0.120","503","345","6584","165618","367994","0.95","2911760","","","","","","","","",
"performance","done","","chain","none","","protocols.2","dve2C","tg,bs,hf","0.000","","","","","","14","17","272","272","0.030","11286","222","102","112","136","0.03","2839532","","","","","","","","",
"performance","done","","chain","none","","brp2.5","dve2C","tg,bs,hf","0.000","","","","","","19","33","7557","7557","21.310","298111","105317","13285","18762","50391","21.36","2942140","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","peg_solitaire.2","dve2C","tg,bs,hf","1.340","","","","","","51","140","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","at.7","dve2C","tg,bs,hf","0.000","","","","","","16","85","4845","4845","261.150","819243816","722804","524","1701","120262","261.37","3846696","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","hanoi.3","dve2C","tg,bs,hf","0.010","","","","","","57","6","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","cambridge.1","dve2C","tg,bs,hf","0.000","","","","","","18","56","3864","3864","0.560","11339","2781","3199","4490","16399","0.57","2895028","","","","","","","","",
"performance","done","","chain","none","","sorter.2","dve2C","tg,bs,hf","0.000","","","","","","23","42","1722","1722","0.130","7592","1069","245","875","2101","0.14","2892996","","","","","","","","",
"performance","done","","bfs-prev","none","","krebs.4","dve2C","tg,bs,hf","0.000","","","","","","20","22","2266","2266","14.470","1047405","43172","23783","26082","313471","14.51","3020632","","","","","","","","",
"performance","done","","bfs","none","","krebs.2","dve2C","tg,bs,hf","0.000","","","","","","19","16","1408","1408","1.800","62476","6670","7193","8305","58311","1.81","2911300","","","","","","","","",
"performance","done","","bfs-prev","none","","leader_election.3","dve2C","tg,bs,hf","0.010","","","","","","121","114","17214","17214","3.150","101360","5104","2678","4136","3307","3.17","2912232","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","at.7","dve2C","tg,bs,hf","0.000","","","","","","16","85","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","elevator2.1","dve2C","tg,bs,hf","0.000","","","","","","11","14","476","476","0.040","1728","156","205","235","831","0.04","2892832","","","","","","","","",
"performance","error","boostperm","bfs","none","","frogs.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs","none","","firewire_link.5","dve2C","tg,bs,hf","0.090","","","","","","50","610","148840","148840","184.320","18553032","96869","2754","176472","458211","184.48","3270896","","","","","","","","",
"performance","error","boostperm","bfs","none","","rushhour.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.06","4148","","","","","","","","",
"performance","error","boostperm","bfs","none","","resistance.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs","none","","phils.1","dve2C","tg,bs,hf","0.000","","","","","","8","16","160","160","0.010","80","50","56","85","80","0.02","2825244","","","","","","","","",
"statistics","done","","bfs-prev","none","","pgm_protocol.1","dve2C","tg,bs,hf","0.130","724","226156","256718","40.9407","44.69665","123","120","32640","32640","4.780","10175","30516","3590","13964","15572","5.13","2906168","32596","530363","183312","5892743","383959","3520","","","8108059",
"performance","error","boostperm","bfs","none","","telephony.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","84","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","brp.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs-prev","none","","at.6","dve2C","tg,bs,hf","0.000","","","","","","14","71","6745","6745","105.860","160589600","543921","418","1356","19295","106.02","3838140","","","","","","","","",
"statistics","done","","bfs","none","","synapse.3","dve2C","tg,bs,hf","0.110","970","449505","486586","46.29406","54.53795","22","167","7515","7515","7.210","390317","26180","2295","11606","63364","7.57","2911828","1814490","28434723","373885","2745","","","9976658",
"performance","done","","bfs","none","","leader_election.5","dve2C","tg,bs,hf","0.010","","","","","","193","152","24472","24472","15.050","4803952","10463","5393","6236","5215","15.09","3031812","","","","","","","","",
"statistics","done","","chain","none","","peterson.7","dve2C","tg,bs,hf","0.000","107","3124","3721","8.0067","8.77","25","35","3185","3185","120.790","142471098","64853","5334","5534","159088","120.91","3503352","105191071","265604684","6210908","7073","","","139971325",
"performance","done","","chain-prev","none","","mcs.6","dve2C","tg,bs,hf","0.000","","","","","","21","65","650","650","0.370","332544","3170","232","921","1260","0.37","2895100","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","telephony.6","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","chain-prev","none","","sorter.1","dve2C","tg,bs,hf","0.000","","","","","","23","42","2520","2520","0.180","20544","1582","312","926","3129","0.18","2892988","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","bakery.6","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain","none","","brp2.5","dve2C","tg,bs,hf","0.000","","","","","","19","33","7557","7557","21.320","298111","105317","13285","18762","50391","21.38","2942140","","","","","","","","",
"performance","done","","bfs","none","","leader_filters.3","dve2C","tg,bs,hf","0.000","","","","","","23","40","1800","1800","1.700","91093","15511","991","2241","6942","1.71","2903244","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","peg_solitaire.2","dve2C","tg,bs,hf","1.400","","","","","","51","140","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","protocols.5","dve2C","tg,bs,hf","0.000","","","","","","16","18","1908","1908","0.590","996345","9662","537","277","1223","0.61","2901048","","","","","","","","",
"statistics","ootime","explore","chain-prev","none","","fischer.7","dve2C","tg,bs,hf","0.000","140","4910","5488","10.128","10.555","18","49","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","none","","rether.2","dve2C","tg,bs,hf","0.000","","","","","","23","66","3696","3696","0.750","9278","5155","529","2048","3788","0.75","2895072","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","brp.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain-prev","none","","sorter.2","dve2C","tg,bs,hf","0.000","","","","","","23","42","1722","1722","0.120","7592","1069","245","875","2101","0.13","2892996","","","","","","","","",
"performance","done","","chain-prev","none","","peterson.2","dve2C","tg,bs,hf","0.000","","","","","","15","21","399","399","0.090","124704","532","257","333","1923","0.09","2892848","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","driving_phils.3","dve2C","tg,bs,hf","0.000","","","","","","28","48","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","none","","pgm_protocol.8","dve2C","tg,bs,hf","0.010","","","","","","127","120","35280","35280","81.390","3069390","466843","10321","37785","174582","81.55","3305356","","","","","","","","",
"performance","error","boostperm","chain","none","","bakery.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","frogs.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain","none","","sorter.1","dve2C","tg,bs,hf","0.000","","","","","","23","42","2520","2520","0.220","20544","1582","312","926","3129","0.24","2892988","","","","","","","","",
"performance","done","","chain-prev","none","","leader_election.6","dve2C","tg,bs,hf","0.030","","","","","","235","171","7524","7524","7.860","35777100","20055","8989","8763","7540","7.91","2954456","","","","","","","","",
"performance","done","","chain","none","","elevator2.1","dve2C","tg,bs,hf","0.000","","","","","","11","14","308","308","0.010","1728","156","205","235","831","0.03","2870300","","","","","","","","",
"performance","done","","chain","none","","lann.6","dve2C","tg,bs,hf","0.000","","","","","","20","40","2480","2480","64.780","144151628","98221","315","490","1082","64.82","3527860","","","","","","","","",
"performance","done","","chain","none","","pgm_protocol.8","dve2C","tg,bs,hf","0.010","","","","","","127","120","35280","35280","175.090","3069390","466843","10321","37785","174582","175.24","3225500","","","","","","","","",
"statistics","done","","bfs","none","","brp2.5","dve2C","tg,bs,hf","0.000","93","4492","5434","12.151","12.587","19","33","9537","9537","28.690","298111","105317","13285","18762","50391","29.01","2981136","7573620","66134911","2075386","20869","","","77094661",
"performance","error","boostperm","bfs","none","","telephony.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","ootime","explore","bfs","none","","anderson.8","dve2C","tg,bs,hf","0.000","","","","","","22","42","","","","","","","","","","","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","driving_phils.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain","none","","synapse.3","dve2C","tg,bs,hf","0.020","","","","","","22","167","3841","3841","5.340","390317","26180","2295","11606","63364","5.39","2911744","","","","","","","","",
"performance","error","boostperm","chain","none","","telephony.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","96","","","","","","","","",
"performance","ootime","explore","chain","none","","peg_solitaire.3","dve2C","tg,bs,hf","4.060","","","","","","51","240","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs","none","","rether.5","dve2C","tg,bs,hf","0.010","","","","","","47","156","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","cambridge.6","dve2C","tg,bs,hf","0.010","","","","","","42","56","14504","14504","272.730","3354295","32538","46691","77262","1541819","272.78","3108052","","","","","","","","",
"performance","done","","chain-prev","none","","at.3","dve2C","tg,bs,hf","0.000","","","","","","12","57","2223","2223","7.160","1711620","29281","310","1018","2976","7.19","2948292","","","","","","","","",
"performance","done","","chain-prev","none","","krebs.4","dve2C","tg,bs,hf","0.000","","","","","","20","22","1342","1342","9.330","1047405","43172","23783","26082","313471","9.38","3017812","","","","","","","","",
"performance","error","boostperm","bfs","none","","telephony.6","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","production_cell.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain","none","","elevator2.1","dve2C","tg,bs,hf","0.000","","","","","","11","14","308","308","0.010","1728","156","205","235","831","0.02","2876440","","","","","","","","",
"performance","done","","bfs","none","","extinction.4","dve2C","tg,bs,hf","0.000","","","","","","49","120","17160","17160","66.490","2001372","155410","1208","3452","5543","66.55","3219084","","","","","","","","",
"performance","done","","chain","none","","lup.1","dve2C","tg,bs,hf","0.000","","","","","","6","48","1200","1200","0.020","1404","275","911","6864","34272","0.03","2892920","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","firewire_link.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.12","9620","","","","","","","","",
"performance","ootime","explore","chain","none","","rether.5","dve2C","tg,bs,hf","0.000","","","","","","47","156","","","","","","","","","","","","","","","","","","",
"statistics","done","","bfs-prev","none","","mcs.4","dve2C","tg,bs,hf","0.000","112","4515","5186","10.553","11.461","17","52","1300","1300","0.090","16384","675","169","699","868","0.20","2893512","2597","60866","11325","151866","14727","159","","","100878",
"performance","done","","chain-prev","none","","cambridge.5","dve2C","tg,bs,hf","0.000","","","","","","32","58","4234","4234","12.670","698912","17522","29204","41150","371452","12.70","2950480","","","","","","","","",
"performance","error","boostperm","bfs","none","","plc.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","4936","","","","","","","","",
"performance","done","","chain","none","","anderson.1","dve2C","tg,bs,hf","0.000","","","","","","7","12","9240","9240","46.410","352664","40119","4173","37561","77144","46.42","3013692","","","","","","","","",
"performance","done","","chain","none","","firewire_link.2","dve2C","tg,bs,hf","0.050","","","","","","35","412","19776","19776","1.900","55887","5113","1551","80141","122268","1.98","2899524","","","","","","","","",
"performance","done","","bfs","none","","reader_writer.1","dve2C","tg,bs,hf","0.000","","","","","","18","62","744","744","0.010","2666","155","394","696","715","0.02","2891008","","","","","","","","",
"performance","done","","chain","none","","gear.1","dve2C","tg,bs,hf","0.000","","","","","","13","50","4250","4250","0.240","2689","3288","617","3415","5233","0.24","2892968","","","","","","","","",
"performance","error","boostperm","bfs","none","","frogs.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","84","","","","","","","","",
"performance","done","","bfs","none","","pgm_protocol.6","dve2C","tg,bs,hf","0.020","","","","","","126","120","50640","50640","243.110","2659550","313433","5913","23789","108432","243.25","3493832","","","","","","","","",
"performance","done","","bfs","none","","rether.1","dve2C","tg,bs,hf","0.000","","","","","","19","51","5355","5355","0.450","2458","1408","371","1476","2051","0.46","2895016","","","","","","","","",
"performance","error","boostperm","bfs","none","","loyd.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","chain","none","","lann.4","dve2C","tg,bs,hf","0.000","","","","","","30","45","765","765","2.160","966855","30615","393","712","1470","2.18","2911468","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","telephony.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","84","","","","","","","","",
"statistics","done","","chain","none","","lifts.4","dve2C","tg,bs,hf","0.060","799","232911","246162","37.4125","41.2761","29","201","10050","10050","6.970","112792","26528","2871","31857","59969","7.31","2908008","1927924","14962427","235958","2430","","","16157961",
"performance","done","","bfs","none","","production_cell.4","dve2C","tg,bs,hf","0.000","","","","","","20","36","5184","5184","3.880","340685","6881","350","746","2946","3.89","2940096","","","","","","","","",
"performance","done","","chain-prev","none","","lann.2","dve2C","tg,bs,hf","0.000","","","","","","24","36","648","648","0.040","12784","671","184","436","605","0.04","2893008","","","","","","","","",
"performance","done","","bfs","none","","cyclic_scheduler.4","dve2C","tg,bs,hf","0.000","","","","","","36","54","5130","5130","0.350","473414","359","273","525","487","0.37","2895172","","","","","","","","",
"performance","done","","bfs","none","","leader_filters.6","dve2C","tg,bs,hf","0.000","","","","","","28","50","4300","4300","122.460","220913716","603274","2940","6054","304328","122.64","3749268","","","","","","","","",
"performance","done","","chain","none","","elevator2.1","dve2C","tg,bs,hf","0.000","","","","","","11","14","308","308","0.010","1728","156","205","235","831","0.01","2884628","","","","","","","","",
"performance","done","","bfs","none","","pgm_protocol.6","dve2C","tg,bs,hf","0.020","","","","","","126","120","50640","50640","196.300","2659550","313433","5913","23789","108432","196.44","3496556","","","","","","","","",
"performance","done","","bfs-prev","none","","cyclic_scheduler.2","dve2C","tg,bs,hf","0.000","","","","","","20","30","1530","1530","0.030","3302","179","149","285","267","0.04","2892956","","","","","","","","",
"performance","done","","chain-prev","none","","firewire_link.3","dve2C","tg,bs,hf","0.060","","","","","","35","415","67230","67230","206.050","425333983","83321","1730","98604","175688","206.15","3644820","","","","","","","","",
"statistics","done","","bfs","none","","phils.2","dve2C","tg,bs,hf","0.000","60","2326","2597","8.7228","9.0537","11","30","390","390","0.010","581","148","150","227","290","0.11","2893004","10305","17194","1143","75","","","14480",
"performance","done","","bfs","none","","adding.1","dve2C","tg,bs,hf","0.000","","","","","","5","6","186","186","0.120","7372","3208","1715","3481","4760","0.13","2890684","","","","","","","","",
"performance","done","","bfs-prev","none","","needham.2","dve2C","tg,bs,hf","0.000","","","","","","21","98","2450","2450","0.300","54976","4172","559","2018","5006","0.31","2897192","","","","","","","","",
"performance","done","","chain-prev","none","","lamport_nonatomic.4","dve2C","tg,bs,hf","0.010","","","","","","24","244","3904","3904","5.360","1257304","4075","869","5791","13740","5.40","2920292","","","","","","","","",
"performance","done","","chain-prev","none","","leader_filters.1","dve2C","tg,bs,hf","0.000","","","","","","21","30","720","720","0.130","4966","2548","681","1517","2442","0.14","2892928","","","","","","","","",
"performance","done","","chain","none","","hanoi.1","dve2C","tg,bs,hf","0.010","","","","","","36","6","576","576","2.450","6561","15950","75335","52146","39366","2.51","2915476","","","","","","","","",
"performance","done","","bfs","none","","extinction.1","dve2C","tg,bs,hf","0.000","","","","","","40","79","5767","5767","1.050","8993","4927","680","2079","2444","1.06","2897264","","","","","","","","",
"performance","done","","chain","none","","peterson.7","dve2C","tg,bs,hf","0.000","","","","","","25","35","3185","3185","104.950","142471098","64853","5334","5534","159088","104.98","3503260","","","","","","","","",
"performance","error","boostperm","bfs","none","","bakery.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain-prev","none","","leader_filters.2","dve2C","tg,bs,hf","0.000","","","","","","21","30","690","690","0.450","29284","3114","688","1388","3112","0.45","2894980","","","","","","","","",
"performance","done","","chain","none","","at.4","dve2C","tg,bs,hf","0.000","","","","","","14","71","1775","1775","12.110","6597245","42595","390","1315","5473","12.13","2983336","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","frogs.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs-prev","none","","lup.1","dve2C","tg,bs,hf","0.000","","","","","","6","48","1536","1536","0.020","1404","275","911","6864","34272","0.03","2892936","","","","","","","","",
"performance","ootime","explore","chain","none","","at.7","dve2C","tg,bs,hf","0.000","","","","","","16","85","","","","","","","","","","","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","rether.7","dve2C","tg,bs,hf","0.020","","","","","","55","186","","","","","","","","","","","","","","","","","","",
"performance","done","","chain-prev","none","","lamport.6","dve2C","tg,bs,hf","0.000","","","","","","14","56","2576","2576","57.450","8717688","66219","364","990","3200","57.47","3441864","","","","","","","","",
"performance","done","","bfs-prev","none","","brp2.2","dve2C","tg,bs,hf","0.000","","","","","","19","33","5445","5445","1.690","61464","39087","5272","7118","15964","1.70","2905288","","","","","","","","",
"performance","ootime","explore","bfs","none","","hanoi.2","dve2C","tg,bs,hf","0.000","","","","","","48","6","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","bopdp.3","dve2C","tg,bs,hf","0.000","","","","","","26","79","10586","10586","2.160","1040953","5313","360","3359","5329","2.17","2911556","","","","","","","","",
"performance","done","","chain","none","","pouring.1","dve2C","tg,bs,hf","0.730","","","","","","4","2018","14126","14126","0.130","503","345","6584","165618","367994","0.90","2912016","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","brp.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs","none","","lifts.1","dve2C","tg,bs,hf","0.010","","","","","","22","135","7830","7830","0.620","2661","3570","918","11234","15918","0.64","2893296","","","","","","","","",
"performance","done","","chain-prev","none","","cambridge.1","dve2C","tg,bs,hf","0.000","","","","","","18","56","1960","1960","0.260","11339","2781","3199","4490","16399","0.28","2895024","","","","","","","","",
"statistics","done","","bfs-prev","none","","phils.5","dve2C","tg,bs,hf","0.000","19","1840","2322","6.2917","6.3644","24","48","1632","1632","0.080","531440","190","168","257","240","0.17","2893140","1109","95446","6459","106380","6908","63","","","74416",
"performance","done","","bfs","none","","synapse.6","dve2C","tg,bs,hf","0.030","","","","","","28","194","13580","13580","14.590","625175","32661","1521","13919","38857","14.64","2930436","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","resistance.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs","none","","krebs.2","dve2C","tg,bs,hf","0.000","","","","","","19","16","1408","1408","1.780","62476","6670","7193","8305","58311","1.79","2915324","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","brp.6","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","ootime","explore","bfs","none","","pgm_protocol.8","dve2C","tg,bs,hf","0.010","","","","","","127","120","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs","none","","brp2.6","dve2C","tg,bs,hf","0.000","","","","","","19","33","18843","18843","431.160","5742313","863319","157879","181728","556244","431.50","3812548","","","","","","","","",
"performance","done","","chain-prev","none","","peterson.4","dve2C","tg,bs,hf","0.000","","","","","","20","28","1400","1400","2.760","1119560","6311","1224","1640","13830","2.77","2913804","","","","","","","","",
"performance","done","","bfs","none","","at.7","dve2C","tg,bs,hf","0.000","","","","","","16","85","4845","4845","552.990","819243816","722804","524","1701","120262","553.21","3837960","","","","","","","","",
"performance","done","","chain-prev","none","","sokoban.2","dve2C","tg,bs,hf","0.000","","","","","","64","9","666","666","72.550","761633","28626","147462","229026","6093097","72.61","3831296","","","","","","","","",
"performance","done","","chain-prev","none","","needham.3","dve2C","tg,bs,hf","0.010","","","","","","24","111","1221","1221","0.480","206925","7861","643","2227","5688","0.51","2895256","","","","","","","","",
"performance","done","","chain-prev","none","","peterson.3","dve2C","tg,bs,hf","0.000","","","","","","15","21","399","399","0.330","170156","1619","284","311","2094","0.33","2894892","","","","","","","","",
"performance","ootime","explore","chain","none","","leader_filters.6","dve2C","tg,bs,hf","0.000","","","","","","28","50","","","","","","","","","","","","","","","","","","",
"performance","done","","chain","none","","lamport.8","dve2C","tg,bs,hf","0.000","","","","","","17","70","5180","5180","105.620","62669317","51915","558","1297","5245","105.64","3628252","","","","","","","","",
"performance","done","","chain","none","","peterson.1","dve2C","tg,bs,hf","0.000","","","","","","15","21","525","525","0.080","12498","625","310","504","1378","0.10","2890800","","","","","","","","",
"statistics","error","boostperm","bfs","none","","telephony.3","dve2C","tg,bs,hf","","311","27666","31141","19.2104","20.4693","","","","","","","","","","","0.02","3608","","","","","","","","",
"performance","done","","bfs","none","","exit.5","dve2C","tg,bs,hf","0.010","","","","","","30","133","3458","3458","6.660","833226","10150","1260","8449","42278","6.68","2928096","","","","","","","","",
"statistics","error","boostperm","chain","none","","plc.1","dve2C","tg,bs,hf","","462","154546","168467","29.9147","34.5368","","","","","","","","","","","0.07","5996","","","","","","","","",
"performance","done","","bfs","none","","msmie.3","dve2C","tg,bs,hf","0.010","","","","","","20","251","12801","12801","0.670","134844","1267","1386","7043","16538","0.69","2893916","","","","","","","","",
"performance","done","","chain-prev","none","","elevator2.1","dve2C","tg,bs,hf","0.000","","","","","","11","14","308","308","0.020","1728","156","205","235","831","0.02","2888732","","","","","","","","",
"performance","done","","chain","none","","protocols.4","dve2C","tg,bs,hf","0.000","","","","","","16","18","720","720","0.250","439245","3884","417","237","953","0.27","2894896","","","","","","","","",
"performance","done","","bfs-prev","none","","anderson.1","dve2C","tg,bs,hf","0.000","","","","","","7","12","15516","15516","4.250","352664","40119","4173","37561","77144","4.27","2942032","","","","","","","","",
"performance","done","","bfs-prev","none","","at.6","dve2C","tg,bs,hf","0.000","","","","","","14","71","6745","6745","105.290","160589600","543921","418","1356","19295","105.46","3835600","","","","","","","","",
"performance","error","boostperm","bfs","none","","firewire_tree.5","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.33","43428","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","cambridge.7","dve2C","tg,bs,hf","0.020","","","","","","52","58","","","","","","","","","","","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","bakery.1","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","88","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","firewire_link.7","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.22","12936","","","","","","","","",
