"type","status","status-spec","order","saturation","sat-granularity","filename","filetype","regroup-strategy","regroup-time","bandwidth","profile","span","average-wavefront","RMS-wavefront","state-vector-length","groups","group-checks","next-state-calls","reachability-time","statespace-states","statespace-nodes","group-next","group-explored-nodes","group-explored-vectors","time","memory","peak-nodes","LDDop-union","LDDop-minus","LDDop-relProd","LDDop-satCount","LDDop-satCountL","LDDop-zip","LDDop-relProdUnion","LDDop-projectMinus",
"performance","done","","chain-prev","none","","protocols.3","dve2C","tg,bs,hf","0.000","","","","","","16","18","234","234","0.010","2817","262","171","165","336","0.03","2892848","","","","","","","","",
"performance","error","boostperm","chain","none","","driving_phils.4","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","chain-prev","none","","brp2.5","dve2C","tg,bs,hf","0.000","","","","","","19","33","7557","7557","4.620","298111","105317","13285","18762","50391","4.67","2931876","","","","","","","","",
"performance","done","","bfs","none","","lup.3","dve2C","tg,bs,hf","0.010","","","","","","11","108","12636","12636","30.620","1948617","6390","9120","345924","105228234","30.65","2983244","","","","","","","","",
"performance","done","","chain","none","","cyclic_scheduler.1","dve2C","tg,bs,hf","0.010","","","","","","32","48","912","912","0.010","4606","221","218","450","352","0.02","2893100","","","","","","","","",
"performance","done","","bfs-prev","none","","brp2.4","dve2C","tg,bs,hf","0.000","","","","","","19","33","10131","10131","7.160","679993","187052","32622","40984","124460","7.23","2964676","","","","","","","","",
"performance","done","","chain","none","","pgm_protocol.3","dve2C","tg,bs,hf","0.020","","","","","","124","120","37320","37320","38.930","200453","121657","6466","21336","58317","38.99","2949460","","","","","","","","",
"performance","done","","chain","none","","fischer.1","dve2C","tg,bs,hf","0.000","","","","","","8","19","209","209","0.010","634","244","101","232","392","0.01","2868260","","","","","","","","",
"performance","done","","bfs-prev","none","","elevator.2","dve2C","tg,bs,hf","0.000","","","","","","24","32","1504","1504","0.170","2825","2750","529","909","1944","0.18","2892968","","","","","","","","",
"performance","done","","chain","none","","lamport.8","dve2C","tg,bs,hf","0.000","","","","","","17","70","5180","5180","106.130","62669317","51915","558","1297","5245","106.15","3630304","","","","","","","","",
"performance","error","boostperm","bfs","none","","brp.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","loyd.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","88","","","","","","","","",
"performance","done","","bfs-prev","none","","cyclic_scheduler.3","dve2C","tg,bs,hf","0.000","","","","","","52","78","7020","7020","0.150","229374","373","358","736","577","0.16","2893356","","","","","","","","",
"performance","error","boostperm","bfs","none","","telephony.8","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs","none","","lamport_nonatomic.2","dve2C","tg,bs,hf","0.010","","","","","","18","147","5145","5145","0.200","12958","546","497","3210","5744","0.22","2893196","","","","","","","","",
"performance","done","","chain","none","","peterson.1","dve2C","tg,bs,hf","0.000","","","","","","15","21","525","525","0.110","12498","625","310","504","1378","0.11","2508072","","","","","","","","",
"performance","done","","chain","none","","exit.3","dve2C","tg,bs,hf","0.010","","","","","","28","89","1246","1246","3.210","2356294","26805","1613","9411","64614","3.25","2913568","","","","","","","","",
"statistics","done","","chain-prev","none","","lann.2","dve2C","tg,bs,hf","0.000","87","2738","3368","8.0793","8.4943","24","36","648","648","0.060","12784","671","184","436","605","0.17","2893080","887","21671","30976","57747","7474","137","5663","","65376",
"performance","error","boostperm","bfs","none","","plc.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.02","4092","","","","","","","","",
"performance","done","","chain","none","","schedule_world.2","dve2C","tg,bs,hf","0.000","","","","","","28","38","266","266","0.350","1570340","3745","370","390","534","0.35","2895052","","","","","","","","",
"performance","ootime","explore","chain","none","","hanoi.3","dve2C","tg,bs,hf","0.000","","","","","","57","6","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","phils.7","dve2C","tg,bs,hf","0.000","","","","","","27","78","2886","2886","22.230","71934773","24891","702","761","1534","22.24","3362144","","","","","","","","",
"performance","done","","chain","none","","msmie.3","dve2C","tg,bs,hf","0.000","","","","","","20","251","6024","6024","0.460","134844","1267","1386","7043","16538","0.46","2895852","","","","","","","","",
"performance","done","","chain","none","","fischer.4","dve2C","tg,bs,hf","0.000","","","","","","16","43","516","516","1.410","1272254","10552","261","670","79336","1.43","2899120","","","","","","","","",
"performance","error","boostperm","chain-prev","none","","telephony.2","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","bfs","none","","lamport.6","dve2C","tg,bs,hf","0.000","","","","","","14","56","6216","6216","97.990","8717688","66219","364","990","3200","98.02","3794124","","","","","","","","",
"performance","done","","chain-prev","none","","lann.5","dve2C","tg,bs,hf","0.000","","","","","","36","54","1350","1350","0.380","993914","2666","293","641","1002","0.39","2899220","","","","","","","","",
"performance","done","","bfs","none","","krebs.1","dve2C","tg,bs,hf","0.000","","","","","","18","10","660","660","0.270","6027","1633","2520","2795","12025","0.27","2894896","","","","","","","","",
"performance","done","","chain-prev","none","","msmie.4","dve2C","tg,bs,hf","0.030","","","","","","28","450","12600","12600","1.660","7125441","2737","2836","14657","45470","1.70","2903500","","","","","","","","",
"performance","done","","chain-prev","none","","pgm_protocol.5","dve2C","tg,bs,hf","0.010","","","","","","124","120","23400","23400","24.310","382731","221294","6987","29105","80648","24.39","3012984","","","","","","","","",
"performance","error","boostperm","bfs","none","","bakery.6","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","bfs-prev","none","","brp2.2","dve2C","tg,bs,hf","0.000","","","","","","19","33","5445","5445","2.070","61464","39087","5272","7118","15964","2.09","2905284","","","","","","","","",
"performance","done","","bfs-prev","none","","reader_writer.1","dve2C","tg,bs,hf","0.000","","","","","","18","62","744","744","0.010","2666","155","394","696","715","0.02","2891056","","","","","","","","",
"performance","done","","chain","none","","peterson.2","dve2C","tg,bs,hf","0.000","","","","","","15","21","399","399","0.060","124704","532","257","333","1923","0.07","2892788","","","","","","","","",
"performance","error","boostperm","chain","none","","telephony.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.01","92","","","","","","","","",
"performance","done","","chain","none","","bridge.1","dve2C","tg,bs,hf","0.000","","","","","","10","41","533","533","0.110","3186","1484","798","2898","9948","0.11","2890956","","","","","","","","",
"performance","done","","bfs-prev","none","","mcs.6","dve2C","tg,bs,hf","0.000","","","","","","21","65","2015","2015","0.450","332544","3170","232","921","1260","0.47","2899204","","","","","","","","",
"performance","done","","bfs","none","","production_cell.2","dve2C","tg,bs,hf","0.000","","","","","","18","26","3822","3822","0.240","9003","685","212","468","972","0.24","2894924","","","","","","","","",
"performance","done","","bfs","none","","sokoban.2","dve2C","tg,bs,hf","0.000","","","","","","64","9","900","900","73.250","761633","28626","147462","229026","6093097","73.31","3833008","","","","","","","","",
"performance","error","boostperm","bfs-prev","none","","elevator_planning.3","dve2C","tg,bs,hf","","","","","","","","","","","","","","","","","0.00","92","","","","","","","","",
"performance","done","","chain-prev","none","","extinction.1","dve2C","tg,bs,hf","0.000","","","","","","40","79","1817","1817","0.350","8993","4927","680","2079","2444","0.35","2893164","","","","","","","","",
"statistics","done","","chain-prev","none","","cambridge.5","dve2C","tg,bs,hf","0.040","560","193412","212137","45.2641","47.7662","32","58","4234","4234","12.870","698912","17522","29204","41150","371452","13.15","2950376","30943","2746240","2955454","54624594","527608","29673","407210","","5801011",
"performance","done","","bfs-prev","none","","extinction.2","dve2C","tg,bs,hf","0.010","","","","","","61","79","5767","5767","1.030","10061","8577","1556","2536","2632","1.05","2897312","","","","","","","","",
"performance","ootime","explore","bfs-prev","none","","sokoban.3","dve2C","tg,bs,hf","0.020","","","","","","213","9","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","leader_election.4","dve2C","tg,bs,hf","0.020","","","","","","155","133","16492","16492","7.790","746240","7783","3519","4806","3990","7.81","2952456","","","","","","","","",
"performance","done","","bfs","none","","pgm_protocol.1","dve2C","tg,bs,hf","0.020","","","","","","123","120","32640","32640","8.310","10175","30516","3590","13964","15572","8.35","2912180","","","","","","","","",
"performance","done","","bfs-prev","none","","brp2.3","dve2C","tg,bs,hf","0.000","","","","","","19","33","5511","5511","1.230","40184","26573","3700","6038","15031","1.26","2901184","","","","","","","","",
"performance","ootime","explore","chain-prev","none","","hanoi.4","dve2C","tg,bs,hf","0.000","","","","","","63","6","","","","","","","","","","","","","","","","","","",
"performance","done","","bfs-prev","none","","rether.3","dve2C","tg,bs,hf","0.000","","","","","","35","111","33522","33522","27.480","305334","55102","1191","5513","16929","27.51","2969048","","","","","","","","",
"performance","done","","bfs-prev","none","","lann.5","dve2C","tg,bs,hf","0.000","","","","","","36","54","3888","3888","1.060","993914","2666","293","641","1002","1.07","2909484","","","","","","","","",
"performance","done","","chain-prev","none","","collision.3","dve2C","tg,bs,hf","0.000","","","","","","18","42","1470","1470","1.840","434530","1171","314","711","1116","1.85","2913468","","","","","","","","",
"performance","done","","bfs","none","","lamport.2","dve2C","tg,bs,hf","0.000","","","","","","11","42","3402","3402","1.730","110920","3071","229","725","1533","1.74","2915372","","","","","","","","",
"performance","done","","chain","none","","brp2.3","dve2C","tg,bs,hf","0.000","","","","","","19","33","4059","4059","3.210","40184","26573","3700","6038","15031","3.23","2901168","","","","","","","","",
"performance","done","","chain","none","","lamport_nonatomic.3","dve2C","tg,bs,hf","0.000","","","","","","18","147","1764","1764","0.190","36983","481","502","3378","6498","0.20","2893220","","","","","","","","",
"performance","done","","bfs-prev","none","","peterson.2","dve2C","tg,bs,hf","0.000","","","","","","15","21","1092","1092","0.140","124704","532","257","333","1923","0.15","2895456","","","","","","","","",
"statistics","error","boostperm","bfs","none","","szymanski.5","dve2C","tg,bs,hf","","369","4840","4916","6.30811","7.03466","","","","","","","","","","","0.01","3876","","","","","","","","",
"performance","done","","bfs-prev","none","","elevator2.3","dve2C","tg,bs,hf","0.000","","","","","","20","23","1817","1817","1.320","7667712","738","920","1045","865649","1.33","2911260","","","","","","","","",
"statistics","done","","chain","none","","cyclic_scheduler.1","dve2C","tg,bs,hf","0.000","59","4359","5559","10.926","11.304","32","48","912","912","0.020","4606","221","218","450","352","0.12","2891080","13054","20585","1428","104","","","33359",
"statistics","done","","bfs","none","","at.5","dve2C","tg,bs,hf","0.010","201","12098","13448","15.275","16.414","14","71","3621","3621","48.560","31999440","135624","420","1350","18989","48.75","3251596","54180268","118974426","5118968","384","","","67042364",
"performance","done","","chain-prev","none","","phils.6","dve2C","tg,bs,hf","0.000","","","","","","30","60","1080","1080","0.160","14348906","245","210","321","300","0.16","2893104","","","","","","","","",
"statistics","done","","chain-prev","none","","synapse.6","dve2C","tg,bs,hf","0.110","1142","471948","501562","41.46154","43.05375","28","194","6208","6208","10.940","625175","32661","1521","13919","38857","11.33","2930500","67801","1557840","2131288","23408299","746721","1373","651504","","13459420",
